brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
HP,Touchscreen,15.6 Inches,1366 x 768 pixels,amd_r_series,2.6 GHz,4 GB,256 GB,AMD Radeon™ Graphics,Integrated,Windows 10 S,5.06 pounds,Natural Silver,58 ratings,4.1,$367.88 ,https://www.amazon.com/HP-Touchscreen-Windows-Natural-15-ef1041nr/dp/B08PCSMHHQ/ref=sr_1_935
HP,15-DY200,15.6 Inches,1366 x 768 pixels,core_i3_family,2.4 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.75 pounds,Silver,,,$689.00 ,https://www.amazon.com/HP-Touchscreen-Quad-Core-i5-1135G7-BluetoothWindows/dp/B0CBWF5FDH/ref=sr_1_930
HP,HP 14 Laptop,14 Inches,1366 x 768 pixels,celeron,1.1 GHz,16 GB,192 GB,Intel UHD Graphics 600,Integrated,Windows 11 Home,3.24 pounds,Snowflake White,5 ratings,5,$289.97 ,https://www.amazon.com/HP-14-Narrow-Bezel-Microsoft-Education/dp/B0CDLFV2WJ/ref=sr_1_927
HP,HP 15 i3 LAPTOP,15.6 Inches,,Core i3,,12 GB,256 GB,,Integrated,Windows 11,,Silver,106 ratings,4.5,$443.79 ,https://www.amazon.com/HP-Laptop-Quad-Core-i3-1125G4-i5-10210U/dp/B09NQL6LVZ/ref=sr_1_923
HP,HP EliteBook,11.6 Inches,1366 x 768 pixels,,,8 GB,128 GB,,Integrated,Windows 10 Pro,5.19 pounds,,6 ratings,2.9,$175.00 ,https://www.amazon.com/EliteBook-Revolve-810-Multi-Language-Refurbished/dp/B07H6K7PMH/ref=sr_1_924
HP,HP Laptop,17.3 Inches,,Core i5,,16 GB,1 TB,,Integrated,Windows 11 Pro,,,1 rating,5,$759.00 ,https://www.amazon.com/HP-Computer-i5-1335U-i7-1270P-Bluetooth/dp/B0CL9TFT2L/ref=sr_1_921
HP,HP EliteBook,14 Inches,1920 x 1080 pixels,core_i5_7200u,2.5 GHz,16 GB,512 GB,Intel Graphics,Integrated,Windows 10 Pro,3.26 pounds,,88 ratings,3.9,$212.00 ,https://www.amazon.com/HP-EliteBook-i5-7200U-Windows-Renewed/dp/B08TSY2HXP/ref=sr_1_919
HP,14-dq0052dx,14 Inches,1366 x 768 pixels,celeron_n4000,1.1 GHz,16 GB,64 GB,Intel,Integrated,Windows 11,3.24 pounds,White,4 ratings,4.7,$389.99 ,https://www.amazon.com/HP-Upgrade-Celeron-Bluetooth-Business/dp/B0CB5WY78N/ref=sr_1_922
HP,HP EliteBook,15.6 Inches,1366 x 768 pixels,,,8 GB,256 GB,,,Windows 10 Pro,4.03 pounds,,7 ratings,4.8,$238.86 ,https://www.amazon.com/HP-EliteBook-i5-5200U-Certified-Refurbished/dp/B07FZB6WRK/ref=sr_1_917
HP,EliteBook,15.6 Inches,1920 x 1080 pixels,core_i7_8650u,1.9 GHz,16 GB,256 GB,Intel,Integrated,Windows 11 Pro,3.5 pounds,Silver,8 ratings,4.2,$399.00 ,https://www.amazon.com/HP-EliteBook-850-G5-Thunderbolt/dp/B0BVWJ3K2N/ref=sr_1_916
HP,HP Envy,15.6 Inches,1920 x 1080 pixels,core_i7,2.1 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,4.02 pounds,Silver,9 ratings,4.8,"$1,149.00 ",https://www.amazon.com/HP-Envy-Touchscreen-i7-1260p-Bluetooth/dp/B0C6R3M35T/ref=sr_1_918
HP,HP,14.1 Inches,1920 x 1080 pixels,core_i5_8250u,1.6 GHz,16 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,3.3 pounds,Silver,115 ratings,3.9,$244.19 ,https://www.amazon.com/HP-Elitebook-840-G5-1920x1080/dp/B0B2GQJJBV/ref=sr_1_915
HP,,17.3 Inches,1920 x 1080 pixels,ryzen_5,4 GHz,16 GB,1 TB,Intel UHD Graphics,Integrated,Windows 10,5.2 pounds,Silver,38 ratings,4.1,$623.17 ,https://www.amazon.com/HP-Display-Numeric-Bluetooth-Windows/dp/B097CLR36Q/ref=sr_1_920
HP,17-ca,17.3 Inches,1920x1800,amd_r_series,2.6 GHz,8 GB,1 TB,AMD Radeon Vega 3,Integrated,Windows 10 Home,6.44 pounds,,8 ratings,5,$399.00 ,https://www.amazon.com/HP-17-ca2097nr-DDR4-2400-DVD-Writer-Windows/dp/B08R7VBQZR/ref=sr_1_913
HP,Chromebook 11a,11.6 Inches,1366 x 768,mediatek_mt8183,2 GHz,4 GB,,MediaTek,Integrated,Chrome OS,2.36 pounds,Ash Gray,"2,557 ratings",4.4,$176.90 ,https://www.amazon.com/HP-Chromebook-11-inch-Laptop-11a-na0010nr/dp/B08HJT1BKQ/ref=sr_1_139
HP,Spectre,16 Inches,3840 x 2160 pixels,core_i7_family,1.7 GHz,16 GB,2 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.45 pounds,Blue,24 ratings,4.5,"$1,349.99 ",https://www.amazon.com/HP-X360-Touchscreen-i7-12700H-Included/dp/B0BFBLG9TK/ref=sr_1_141
HP,HP Laptop,17.3 Inches,1600 x 900 pixels,core_i3_1125g4,2 GHz,32 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 S,4.6 pounds,32GB RAM | 1TB SSD,41 ratings,4.8,$629.00 ,https://www.amazon.com/HP-Laptop-i3-1125G4-i5-10210U-Processor/dp/B0C9J3C9MR/ref=sr_1_136
HP,Laptop,15.6 Inches,,Core i3,,16 GB,1 TB,,Integrated,Windows 11,,,136 ratings,4.2,$467.00 ,https://www.amazon.com/HP-Laptop-Touchscreen-Micro-Edge-Anti-Glare/dp/B0BF64YZXB/ref=sr_1_135
HP,Envy,17.3 Inches,,Core i7 Family,,64 GB,2 TB,,Integrated,Windows 11 Home,,Silver,94 ratings,4.1,"$1,049.00 ",https://www.amazon.com/HP-Touchscreen-i7-1260P-Backlit-Keyboard/dp/B0BKTL9WM8/ref=sr_1_134
HP,HP Laptop,15.6 Inches,1920 x 1080 pixels,core_i5,2.4 GHz,12 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.75 pounds,Silver,36 ratings,4.6,$529.00 ,https://www.amazon.com/HP-Everyday-Laptop-i5-1135G7-Full-Size/dp/B0CG9R2QHT/ref=sr_1_138
HP,laptop,15.6 Inches,1920 x 1080 pixels,amd_r_series,4 GHz,16 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 11,3.7 pounds,Blue,309 ratings,4.2,$458.00 ,https://www.amazon.com/HP-Micro-Edge-i7-1160G7-Graphics-Accessories/dp/B09MLPK4XX/ref=sr_1_914
HP,Victus 15,15.6 Inches,1920 x 1080 pixels,amd_r_series,4.5 GHz,32 GB,1 TB,GeForce RTX 2050 4GB GDDR6 Graphic,Dedicated,Windows 11 Home,5.06 pounds,Mica Silver,43 ratings,4.3,$779.99 ,https://www.amazon.com/HP-Victus-i7-11800H-GeForce-Bluetooth/dp/B0CFY5LDHF/ref=sr_1_131
HP,HP Laptop,17.3 Inches,1920x1080,core_i5,1.3 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,4.6 pounds,,3 ratings,5,$698.99 ,https://www.amazon.com/HP-Computer-i5-1335U-i7-1270P-Bluetooth/dp/B0C9JNK66N/ref=sr_1_133
HP,hp,14 Inches,,8032,,8 GB,128 GB,,Integrated,Windows 10,,Silver,"1,806 ratings",4.4,$314.00 ,https://www.amazon.com/HP-Touchscreen-Business-Dual-Core-Bluetooth/dp/B081D9HJ4P/ref=sr_1_130
HP,HP,14 Inches,1920 x 1080 pixels,core_i3,2 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 10,3.24 pounds,Silver,244 ratings,4.4,$369.00 ,https://www.amazon.com/HP-i3-1125G4-Graphics-Keyboard-Fingerprint/dp/B0CJR1W7Z6/ref=sr_1_129
HP,HP Laptop 17,17.3 Inches,1920 x 1080 pixels,amd_ryzen_7,2 GHz,64 GB,2000 GB,AMD Radeon Graphics,Integrated,Windows 11 Home,4.58 pounds,Black,,,"$1,039.00 ",https://www.amazon.com/HP-Laptop-17-3-1920-Computer/dp/B0CCSS9HJL/ref=sr_1_132
HP,HP Stream Laptop 11-ak0030nr,11.6 Inches,1366 x 768,celeron_n4020,1.1 GHz,4 GB,64 GB,Intel UHD Graphics 600,Integrated,Windows 11 Home,2.37 pounds,Royal Blue,428 ratings,4.1,$193.77 ,https://www.amazon.com/HP-Celeron-Graphics-Windows-11-ak0030nr/dp/B09F8ZVXJ5/ref=sr_1_126
HP,ZBook Fury,16 Inches,1920x1080,core_i5,2.5 GHz,64 GB,4 TB,NVIDIA RTX A2000 8GB GDDR6,Dedicated,Windows 11 Pro,5.27 pounds,,3 ratings,5,"$1,659.00 ",https://www.amazon.com/HP-16-G9-Workstation-i5-12600HX/dp/B0CJM6NH2G/ref=sr_1_127
HP,HP Celeron N4120 Laptop,14 Inches,,Intel Celeron D,,64 GB,64 GB,,Integrated,Windows 11 (S Mode),,Pink,172 ratings,4.7,$238.99 ,https://www.amazon.com/HP-Ultra-Light-Laptop-Students-Business/dp/B0CFTFYH5G/ref=sr_1_125
HP,TPN-I139_4V788AV,17.3 Inches,1600 x 900 pixels,core_i7_family,1.2 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,5.25 pounds,Silver,1 rating,5,$829.00 ,https://www.amazon.com/HP-Essential-Touchscreen-i7-1255U-Fingerprint/dp/B0CFT1BZVJ/ref=sr_1_121
HP,Newest HP 14 Inch Laptop,14 Inches,,Celeron N,,4 GB,64 GB,,Integrated,Windows 11 Home,,White,10 ratings,3.7,$187.00 ,https://www.amazon.com/HP-Newest-14-Laptop-MarxsolCable/dp/B0C925YYZ9/ref=sr_1_95
HP,6M0Z7UA#ABA,15.6 Inches,1920 x 1080 pixels,intel_core_i5_1135g7,2.4 GHz,16 GB,512 GB,,Integrated,Windows 11 Home,3.75 pounds,,"2,539 ratings",4.3,$520.00 ,https://www.amazon.com/HP-i5-1135G7-Processor-15-6-inch-Accessories/dp/B0BPNX5KDG/ref=sr_1_94
HP,TPN-Q287_789**AV_45W,15.6 Inches,1366 x 768 pixels,athlon,3.5 GHz,8 GB,256 GB,AMD Radeon Graphics,Integrated,Windows 11 Home,3.52 pounds,Silver,3 ratings,5,$439.00 ,https://www.amazon.com/HP-Essential-Touchscreen-Backlit-Keyboard/dp/B0CJMRPMHD/ref=sr_1_93
HP,HP Laptop,15.6 Inches,,Core i3,,8 GB,256 GB,,Integrated,Windows 11 S,,Silver,6 ratings,3.3,$383.98 ,https://www.amazon.com/HP-Laptop-Touchscreen-i3-1115G4-Processor/dp/B0CC29F72J/ref=sr_1_92
HP,ENVY,15.6 Inches,1920 x 1080,ryzen_5_3500u,2.1 GHz,8 GB,256 GB,AMD Radeon RX Vega 8,Integrated,Windows 10,4.52 pounds,Black,55 ratings,4.1,$560.00 ,https://www.amazon.com/HP-x360-Touchscreen-Quad-Core-Bluetooth/dp/B07VPPM6YM/ref=sr_1_123
HP,HP ProBook,15.6 Inches,1920 x 1080 Pixels,core_i7,2.8 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 10 Pro,4.41 pounds,,15 ratings,4.5,$949.99 ,https://www.amazon.com/HP-450-G6-Laptop-Professional/dp/B07V6V9FNJ/ref=sr_1_89
HP,,14 Inches,1366 x 768 pixels,celeron_n4000,1.1 GHz,16 GB,64 GB,Intel,Integrated,Windows 11,0.634 ounces,Rose Gold,16 ratings,4.6,$389.99 ,https://www.amazon.com/HP-Laptops-College-Business-Computer/dp/B0CB5NN3K5/ref=sr_1_88
HP,Hp laptop,15.6 Inches,1366 x 768 pixels,apple_ci3,4.1 GHz,16 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 Home,3.74 pounds,,117 ratings,4.3,$457.90 ,https://www.amazon.com/HP-Pavilion-Touchscreen-Anti-Glare-Processor/dp/B0C4G4L53W/ref=sr_1_87
HP,HP 15.6in laptop,15.6 Inches,1920 x 1080 pixels,pentium_N5000,3.1 GHz,16 GB,512 GB,Intel UHD Graphics 605,Integrated,Windows 11 Home,,Black,,,$379.99 ,https://www.amazon.com/HP-Business-Pentium-Graphics-Bluetooth/dp/B0CL66GGL6/ref=sr_1_122
HP,HP Victus 16,16.1 Inches,2560 x 1440 pixels,ryzen_7,3.8 GHz,16 GB,1 TB,NVIDIA GeForce RTX 4060 8GB Graphic,Dedicated,Windows 11 Pro,5.13 pounds,,5 ratings,3.8,"$1,369.00 ",https://www.amazon.com/HP-i7-12700H-GeForce-Charging-Win11Pro/dp/B0CG4QB7GG/ref=sr_1_90
HP,HP 14 Laptop,14 Inches,1366 x 768 pixels,amd_e_series,2.6 GHz,4 GB,64 GB,AMD Radeon,Integrated,Windows 10 Home,3.24 pounds,Jet Black,803 ratings,4.3,$239.00 ,https://www.amazon.com/HP-Storage-Touchscreen-Microsoft-14-fq0050nr/dp/B08CM6Q55C/ref=sr_1_86
HP,,14 Inches,,Celeron N,,4 GB,64 GB,,Integrated,Windows 11 S,,Rose Gold,1 rating,1,$199.00 ,https://www.amazon.com/HP-BrightView-Processor-Graphics-Snowbell/dp/B0C9B9V7GX/ref=sr_1_85
HP,HP ProBook 445 G8,14,1920 x 1080 pixels,ryzen_5,2.3 GHz,16 GB,512 GB,Ryzen5-5600,Integrated,Windows 10 Pro,3.04 pounds,Silver,15 ratings,4.8,$388.93 ,https://www.amazon.com/HP-ProBook-Laptop-1920x1080-Renewed/dp/B0BQSDSF71/ref=sr_1_82
HP,HP 14,16 Inches,1920 x 1080 pixels,ryzen_3_3250u,2.6 GHz,,512 GB,Raedon,Integrated,Windows 11 Home,,Silver,2 ratings,5,$345.00 ,https://www.amazon.com/HP-14-Storage-Processor-Battery/dp/B0CJ8GPGLX/ref=sr_1_81
HP,HP Pro,14 Inches,1366 x 768 pixels,celeron,2 GHz,4 GB,64 GB,A10-8730B,Integrated,Chrome OS,4.24 pounds,Dale White,136 ratings,4.1,$191.50 ,https://www.amazon.com/HP-14-Laptop-Dual-Core-Processor/dp/B09Z111KTW/ref=sr_1_84
HP,HP Laptop,17.3 Inches,,Core i5,,32 GB,1 TB,,Integrated,Windows 11 Pro,,,3 ratings,5,$599.99 ,https://www.amazon.com/HP-Computer-i5-1335U-i7-1270P-Bluetooth/dp/B0C9JNK66N/ref=sr_1_78
HP,HP Laptop 17,17.3 Inches,1920 x 1080 pixels,amd_ryzen_7,2 GHz,64 GB,2000 GB,AMD Radeon Graphics,Integrated,Windows 11 Home,4.58 pounds,Black,,,"$1,039.00 ",https://www.amazon.com/HP-Laptop-17-3-1920-Computer/dp/B0CCSS9HJL/ref=sr_1_77
HP,hp,14 Inches,,8032,,8 GB,128 GB,,Integrated,Windows 10,,Silver,"1,806 ratings",4.4,$314.00 ,https://www.amazon.com/HP-Touchscreen-Business-Dual-Core-Bluetooth/dp/B081D9HJ4P/ref=sr_1_76
HP,Elitebook,14 Inches,1920 x 1080 Pixels,ryzen_5,2 GHz,16 GB,256 GB,AMD Radeon Vega 8,Integrated,Windows 10,4 pounds,Silver,21 ratings,4.1,$247.00 ,https://www.amazon.com/HP-Elitebook-745-G5-Laptop/dp/B0C8L8MPYX/ref=sr_1_83
HP,TPN-Q245,15.6 Inches,1920 x 1080 pixels,core_i7_family,1.2 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.86 pounds,Silver,44 ratings,4.2,$845.99 ,https://www.amazon.com/HP-Pavilion-Touchscreen-i7-1355U-Backlit/dp/B0C918D39C/ref=sr_1_75
HP,TPN-I130_7JC65AV,15.6 Inches,1366 x 768 pixels,ryzen_3,3.8 GHz,32 GB,1 TB,AMD Radeon Graphics,Integrated,Windows 11 Home,3.75 pounds,Silver,3 ratings,5,$489.00 ,https://www.amazon.com/HP-Essential-Laptop-Screen-Windows/dp/B0CKK5H3MR/ref=sr_1_74
HP,,14 Inches,1366 x 768 pixels,,1.2 GHz,16 GB,1 TB,AMD,Integrated,Windows 11,3.2 pounds,Black,253 ratings,4.4,$378.99 ,https://www.amazon.com/HP-Laptop-Dual-Core-1000GB-Accessories/dp/B0C922M452/ref=sr_1_73
HP,Spectre,16 Inches,3840 x 2160 pixels,core_i7_family,1.7 GHz,16 GB,2 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.45 pounds,Blue,24 ratings,4.5,"$1,349.99 ",https://www.amazon.com/HP-X360-Touchscreen-i7-12700H-Included/dp/B0BFBLG9TK/ref=sr_1_80
HP,HP Victus,15.6 Inches,1920x1080,ryzen_5,3.3 GHz,16 GB,512 GB,Dedicated NVIDIA GeForce RTX 2050 4GB Graphic,Dedicated,Windows 11,4.58 pounds,Black,11 ratings,4.6,$679.00 ,https://www.amazon.com/HP-Hexa-Core-i7-11800H-GeForce-Graphic/dp/B0CDBFQM4H/ref=sr_1_119
HP,HP Stream,14 Inches,1366 x 768 pixels,celeron,1.1 GHz,4 GB,64 GB,,Integrated,Windows 10,3.17 pounds,Snow White,239 ratings,4.3,$229.95 ,https://www.amazon.com/HP-14-inch-TechCool-Bluetooth-Personal/dp/B096WDL7N6/ref=sr_1_118
HP,TPN-I139,17.3 Inches,1600 x 900 pixels,core_i7_family,1.2 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.6 pounds,Silver,11 ratings,4.7,$776.96 ,https://www.amazon.com/HP-Premium-Touchscreen-i7-1355U-Backlit/dp/B0CC6H9N71/ref=sr_1_117
HP,HP Pavilion,15.6 Inches,1920 x 1080 pixels,amd_ryzen_7,2 GHz,16 GB,512 GB,AMD Radeon Graphics,Integrated,Windows 11,5.09 pounds,Natural Silver,28 ratings,4.3,$484.99 ,https://www.amazon.com/HP-Pavilion-15-6-Touchscreen-Laptop/dp/B0B8G9WFVH/ref=sr_1_120
HP,Notebook,17.3 Inches,,Core i3 Family,,32 GB,1 TB,,Integrated,Windows 11 Home,,Silver,206 ratings,4.2,$510.00 ,https://www.amazon.com/HP-Display-i3-1115G4-Processor-Bluetooth/dp/B09V5PM2J6/ref=sr_1_114
HP,"HP 14"" Chromebook",14 Inches,,Celeron,,4 GB,32 GB,,Integrated,Chrome OS,,Dale Silver,59 ratings,4.3,$180.00 ,https://www.amazon.com/HP-Convertible-Chromebook-14-Touchscreen/dp/B0BJGYWQQW/ref=sr_1_112
HP,HP Laptop,17.3 Inches,1600 x 900 pixels,core_i3_1125g4,2 GHz,16 GB,512 GB,Intel UHD Graphics,Integrated,Windows 11 S,4.6 pounds,Silver,1 rating,5,$528.00 ,https://www.amazon.com/HP-Laptop-i3-1125G4-Processor-Bluetooth/dp/B0C58CVMZQ/ref=sr_1_113
HP,laptop,15 Inches,,Core i5,,8 GB,512 GB,,Dedicated,Windows 10 Home,,Mica Silver,152 ratings,4.4,$614.99 ,https://www.amazon.com/HP-i5-12450H-GeForce-1650-512GB-15-fa0031dx/dp/B0B67521S5/ref=sr_1_111
HP,,17.3,1920 x 1080 pixels,apple_ci5,4.6 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11,4.6 pounds,,35 ratings,4.4,$692.93 ,https://www.amazon.com/HP-i5-1335U-Processor-Anti-Glare-Bluetooth/dp/B0C9R67GRJ/ref=sr_1_109
HP,"HP 11"" Laptop",11 Inches,3840 x 2160 pixels,pentium,3.3 GHz,8 GB,128 GB,Intel,Integrated,Windows 11,4.44 pounds,Dale Black,70 ratings,4.2,$195.99 ,https://www.amazon.com/HP-Convertible-Laptop-11-Touchscreen/dp/B0C61DC3GL/ref=sr_1_116
HP,HP,15.6 Inches,1366 x 768 pixels,pentium,1.1 GHz,8 GB,256 GB,Intel UHD Graphics 605,Integrated,Windows 11,3.75 pounds,Blue,,,$379.00 ,https://www.amazon.com/HP-Everyday-Graphics-Island-Style-Keyboard/dp/B0CH888PP3/ref=sr_1_110
HP,Stream Laptop,14 Inches,1366 x 768 pixels,celeron_n4000,1.1 GHz,4 GB,64 GB,Intel HD Graphics 602,Integrated,Windows 10 Home,3.17 pounds,Royal Blue,"2,141 ratings",4.3,$214.00 ,https://www.amazon.com/HP-14-inch-Celeron-Personal-14-cb185nr/dp/B084SKWC89/ref=sr_1_108
