brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
acer,AcerA11532C7ZW,15.6 Inches,1920 x 1080 pixels,celeron_n,1.1 GHz,4 GB,64 GB,Intel UHD Graphics,Integrated,Windows 11 S,4.19 pounds,,,,$229.00 ,https://www.amazon.com/acer-Processor-Dual-core-Graphics-Office365/dp/B0CDS3Q97L/ref=sr_1_144
Acer,Acer Aspire 1 Laptop,15.6 Inches,1920 x 1080 pixels,celeron,3 GHz,4 GB,128 GB,Intel UHD Graphics,Integrated,Windows 11 Home,3.64 pounds,,1 rating,4,$299.99 ,https://www.amazon.com/Dual-core-Processor-Microsoft-Personal-Subscription/dp/B0CCJRGP17/ref=sr_1_528
Acer,2023 Flagship Acer X360 Chromebook Spin,11.6 Inches,1366 x 768 pixels,mediatek_mt8183,2 GHz,4 GB,64 GB,Integrated Mali-G72 MP3 Graphics,Integrated,Chrome OS,2.31 pounds,Pure Silver,52 ratings,4.2,$257.00 ,https://www.amazon.com/Acer-Spin-2023-X360-Chromebook/dp/B0C2P7GXSQ/ref=sr_1_192
acer,Acer,15.6 Inches,,Core i7,,64 GB,2 TB,,Dedicated,Windows 11,,Black,4 ratings,4.2,"$1,439.49 ",https://www.amazon.com/Acer-Predator-i7-12700H-Thunderbolt-Accessories/dp/B0929FC6P5/ref=sr_1_504
Acer,,14 Inches,1366 x 768 pixels,,1.1 GHz,,64 GB,UHD Graphics,Integrated,Chrome OS,3.31 pounds,Black,,,$129.99 ,https://www.amazon.com/acer-Touchscreen-Chromebook-ChromeOS-Renewed/dp/B0C8Q9ST9R/ref=sr_1_120
Acer,Acer Nitro5,15.6 Inches,2560 x 1440 pixels,ryzen_7,3.2 GHz,32 GB,2 TB,NVIDIA GeForce RTX 3070 Ti,Dedicated,Windows 11 Home,5.51 pounds,Black,600 ratings,4.4,"$1,499.00 ",https://www.amazon.com/Acer-Display-Graphics-Processor-Bluetooth/dp/B0C7GKPGRX/ref=sr_1_119
acer,Aspire 5 15,15.6 Inches,1920 x 1080,core_i5_family,4.6 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 10 Pro,3.92 pounds,Steel Gray,,,$759.99 ,https://www.amazon.com/acer-Aspire-i5-1335U-Graphics-Thunderbolt4/dp/B0CKYTXFKQ/ref=sr_1_118
Acer,Acer Chromebook 314 Laptop,14 Inches,1920 x 1080 pixels,celeron,2.8 GHz,4 GB,64 GB,Intel UHD Graphics 600,Integrated,Chrome OS,3.31 pounds,Black,321 ratings,4.4,$245.99 ,https://www.amazon.com/acer-Chromebook-314-Laptop-Touchscreen/dp/B0CDJXXWQF/ref=sr_1_216
Acer,AcerA11532C7ZW,15.6 Inches,1920 x 1080 pixels,celeron_n,1.1 GHz,4 GB,64 GB,Intel UHD Graphics,Integrated,Windows 11 S,4.19 pounds,,,,$229.00 ,https://www.amazon.com/acer-Processor-Dual-core-Graphics-Office365/dp/B0CDS3Q97L/ref=sr_1_215
Acer,Acer Nitro 5,15.6 Inches,2560 x 1440 pixels,amd_ryzen_7,4.7 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3070 Ti,Dedicated,Windows 11 Home,,32GB RAM | 1TB PCIe SSD,,,"$1,270.90 ",https://www.amazon.com/Acer-LED-Backlit-DCI-P3-Gaming-GeForce/dp/B0C4T6BW11/ref=sr_1_312
Acer,Spin 311 3H,11.6 Inches,1366 x 768 pixels,mediatek_mt8183,2 GHz,4 GB,64 GB,ARM Mali-G72 MP3 Graphics,Integrated,Chrome OS,2 pounds,Pure Silver,19 ratings,4.3,$169.99 ,https://www.amazon.com/Acer-Chromebook-Touchscreen-Convertible-Computers/dp/B09R4GDWX6/ref=sr_1_214
acer,Acer,14 Inches,,Ryzen 5,,8 GB,512 GB,,Integrated,Windows 11 Home,,Silver,3 ratings,5,$418.19 ,https://www.amazon.com/acer-Display-Processor-i5-1135G7-Accessories/dp/B0CHB3SYHC/ref=sr_1_213
Acer,Acer Nitro 5,15.6 Inches,,Intel Core i5-11400,,16 GB,1 TB,,Dedicated,Windows 11 Home,,Black,1 rating,5,$842.00 ,https://www.amazon.com/acer-i5-11400H-GeForce-Display-Keyboard/dp/B0CC6RCVG8/ref=sr_1_212
Acer,Aspire,15.6 Inches,1920 x 1080 pixels,apple_ci3,4.1 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11,3.9 pounds,Teal,14 ratings,3.7,$449.99 ,https://www.amazon.com/acer-Aspire-Essential-Processor-Microsoft/dp/B0CGQ3MCPT/ref=sr_1_211
Acer,Acer Laptop,14,1920x1080,celeron,2.6 GHz,,,Intel UHD Graphics,Integrated,Chrome OS,3.31 pounds,,"1,346 ratings",4.5,$238.99 ,https://www.amazon.com/Chromebook-Business-Touchscreen-Quad-Core-Graphics/dp/B0CFQRMTS7/ref=sr_1_210
Acer,Acer,15.6 Inches,1920 x 1080 pixels,core_i5,4.5 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11 Home,4.85 pounds,,24 ratings,4.4,$849.99 ,https://www.amazon.com/i5-11400H-GeForce-Backlit-Keyboard-Accessory/dp/B0CCVDFK4T/ref=sr_1_209
Acer,Nitro 15.6,15.6 Inches,1920x1080,apple_ci5,4.5 GHz,16 GB,1 TB,NVIDIA GeForce RTX 3050,Dedicated,Windows 11 Home,5.51 pounds,Black,2 ratings,5,$849.00 ,https://www.amazon.com/acer-i5-12500H-GeForce-15-6-Keyboard/dp/B0CKF6X63Y/ref=sr_1_206
Acer,SF313-52-52VA,13.5 Inches,2256 x 1504,core_i5_1035g4,3.7 GHz,8 GB,512 GB,Intel Iris Plus,Integrated,Windows 10 Home,3.85 pounds,Silver,72 ratings,4.2,$493.00 ,https://www.amazon.com/Acer-i5-1035G4-Fingerprint-Back-lit-SF313-52-52VA/dp/B0866PQXKH/ref=sr_1_207
Acer,A315-24PT-R4U2,15.6 Inches,1920 x 1080 pixels,ryzen_5,2.8 GHz,16 GB,512 GB,,Integrated,Windows 11 Home,3.92 pounds,,1 rating,3,$530.00 ,https://www.amazon.com/acer-Aspire-15-6-Touchscreen-Laptop/dp/B0CBP5SYTX/ref=sr_1_205
Acer,Acer Chromebook,17.3 Inches,,Celeron N4000,,4 GB,128 GB,,Integrated,Chrome OS,,4GB RAM |128GB eMMC+32GB SD Card,67 ratings,4.4,$399.00 ,https://www.amazon.com/Acer-Chromebook-2023-Display-Celeron/dp/B0CBPBF6P3/ref=sr_1_204
Acer,2023 Newest Acer X360 Chromebook Spin,11.6 Inches,1366 x 768 pixels,mediatek_mt8183,2 GHz,4 GB,64 GB,Integrated Mali-G72 MP3 Graphics,Integrated,Chrome OS,2.31 pounds,Pure Silver,224 ratings,4.6,$224.00 ,https://www.amazon.com/Acer-2023-Newest-X360-Chromebook/dp/B0C2GXXPXK/ref=sr_1_203
Acer,Acer Nitro,15.6 Inches,1920 x 1080 pixels,corei5_10300h,2.5 GHz,16 GB,1 TB,NVIDIA GeForce RTX 3050,Dedicated,Windows 10 Home,7.88 pounds,,34 ratings,4.1,$789.00 ,https://www.amazon.com/Acer-i5-10300H-GeForce-Keyboard-Accessories/dp/B09V265LXQ/ref=sr_1_202
Acer,Acer Swift X,14 Inches,1920 x 1080 pixels,ryzen_5,3.9 GHz,8 GB,512 GB,NVIDIA GeForce RTX 3050,Dedicated,Windows 11 Home,3.06 pounds,Gold,250 ratings,4.6,$699.99 ,https://www.amazon.com/acer-Swift-Graphics-Processor-Keyboard/dp/B0C7QDBV5K/ref=sr_1_201
acer,Aspire 5,15.6 Inches,1920 x 1080 pixels,core_i3,3 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11,4.19 pounds,Silver,26 ratings,4.1,$439.00 ,https://www.amazon.com/Acer-Aspire-Display-i3-1115G4-Processor/dp/B09ZMN5GG9/ref=sr_1_208
acer,Swift,14.1 Inches,1920 x 1080 pixels,amd_ryzen_7,4.3 GHz,8 GB,512 GB,AMD,Integrated,Windows 11,3 pounds,Silver,,,$479.00 ,https://www.amazon.com/acer-Processor-Keyboard-Fingerprint-SF314-Renewed/dp/B0CJ7GJD7K/ref=sr_1_199
Acer,A515-44-R41B,15.6 Inches,1920 x 1080 pixels,ryzen_5_4500u,4 GHz,8 GB,256 GB,AMD Radeon Graphics,Integrated,Windows 10 Home,4.19 pounds,Silver,"2,504 ratings",4.5,$489.98 ,https://www.amazon.com/Acer-A515-44-R41B-Hexa-Core-Processor-Graphics/dp/B087N4ZRXV/ref=sr_1_197
Acer,Chromebook Spin,11.6 Inches,1366 x 768 pixels,celeron_n4000,2.6 GHz,4 GB,64 GB,Intel,Integrated,Chrome OS,2.62 pounds,Silver,"1,511 ratings",4.5,$226.00 ,https://www.amazon.com/Acer-Chromebook-Spin-311-CP311-2H-C7QD/dp/B08NTP5RTN/ref=sr_1_196
Acer,Nitro,15.6 Inches,1920 x 1080 pixels,core_i5,4.5 GHz,16 GB,512 GB,Nvidia,Dedicated,Windows 11,7.13 pounds,Black,141 ratings,4.6,$699.99 ,https://www.amazon.com/acer-AN515-i5-11400H-Multi-Color-AN515-57/dp/B0C8DQTJBQ/ref=sr_1_195
Acer,CB311-10H-42LY,11.6 Inches,1366 x 768 pixels,amd_a4,2.4 GHz,4 GB,,Shared,Integrated,Chrome OS,2.87 pounds,Black,413 ratings,4.3,$167.41 ,https://www.amazon.com/Acer-Chromebook-Dual-Core-A4-9120C-Bluetooth/dp/B098JCH27M/ref=sr_1_194
acer,SF314-43-R6NE,14 Inches,1920 x 1080 pixels,AMD Ryzen 7,4.3 amd_ryzen_7,16 GB,512 GB,,Integrated,Windows 11 Home,2.65 pounds,Silver,774 ratings,4.4,$694.98 ,https://www.amazon.com/Acer-SF314-43-R6NE-Octa-Core-Processor-Fingerprint/dp/B0BCMF8MNM/ref=sr_1_200
Acer,Nitro 5,15.6 Inches,1920 x 1080 pixels,core_i5,4.5 GHz,32 GB,,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11 Home,5.51 pounds,32GB RAM | 1TB PCIe SSD,1 rating,5,$879.00 ,https://www.amazon.com/Acer-i5-12500H-%EF%BC%9E11800H-GeForce-Keyboard/dp/B0CDP32YQG/ref=sr_1_193
Acer,Touch,11.6 Inches,1366 x 768 pixels,celeron,2.4 GHz,4 GB,32 GB,Intel HD Graphics 500,Integrated,Windows 10,3.91 pounds,Pure Silver,4 ratings,3.6,$179.98 ,https://www.amazon.com/Acer-Chromebook-CP311-1H-C1FS-Convertible-Celeron/dp/B08WH44LK9/ref=sr_1_115
Acer,Nitro 5,15.6 Inches,1920 x 1080 pixels,core_i5,4.1 GHz,8 GB,256 GB,NVIDIA GeForce GTX 1650,Dedicated,Windows 10 Home,5.1 pounds,Black,"5,304 ratings",4.6,$655.00 ,https://www.amazon.com/Acer-i5-9300H-GeForce-Keyboard-AN515-54-5812/dp/B086KJBKDW/ref=sr_1_114
Acer,Acer CP311,11.6 Inches,1366x768,mediatek_mt8183,2.4 GHz,4 GB,64 GB,MediaTek Integrated Graphics,Integrated,Chrome OS,3 pounds,Silver,4 ratings,5,$199.99 ,https://www.amazon.com/Acer-Chromebook-Convertible-MediaTek-Processor/dp/B0C3HZP2RG/ref=sr_1_116
Acer,A515-57-53T2,15.6 Inches,1920 x 1080 pixels,core_i5,4.4 GHz,8 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.88 pounds,Gray,83 ratings,4.2,$595.00 ,https://www.amazon.com/Acer-A515-57-53T2-i5-1235U-802-11ax-Thunderbolt/dp/B09YFVNK2Q/ref=sr_1_117
Acer,AN515-58-725A,15.6 Inches,1920 x 1080 pixels,core_i7,4.7 GHz,16 GB,512 GB,NVIDIA GeForce RTX 3060,Dedicated,Windows 11 Home,5.51 pounds,Black,67 ratings,4.5,$969.99 ,https://www.amazon.com/Acer-AN515-58-725A-i7-12700H-GeForce-Keyboard/dp/B09TWYSVPM/ref=sr_1_113
Acer,Nitro 5,15.6 Inches,1920 x 1080 pixels,corei5_10300h,4.5 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3050,Dedicated,Windows 10,5.07 pounds,,17 ratings,3.8,$824.00 ,https://www.amazon.com/Acer-Nitro-i5-10300H-Processor-Graphics/dp/B09T55BJNM/ref=sr_1_112
acer,Chromebook 315,15.6 Inches,,Celeron,,4 GB,64 GB,,Integrated,Chrome OS,,Silver,10 ratings,4.4,$217.89 ,https://www.amazon.com/Chromebook-315-Touchscreen-Celeron-Keyboard/dp/B0C4TBGK86/ref=sr_1_110
acer,Acer Aspire 1 Laptop,15.6 Inches,1920 x 1080 pixels,celeron,3 GHz,16 GB,128 GB,Intel UHD Graphics,Integrated,Windows 11 Home,3.64 pounds,Silver,"2,164 ratings",4.4,$359.99 ,https://www.amazon.com/acer-Student-Dual-core-Celeron-Business/dp/B0CDBPKBSB/ref=sr_1_111
Acer,Nitro 5,15.6 Inches,1920 x 1080 pixels,core_i5,4.5 GHz,32 GB,,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11 Home,5.51 pounds,32GB RAM | 1TB PCIe SSD,1 rating,5,$879.00 ,https://www.amazon.com/Acer-i5-12500H-%EF%BC%9E11800H-GeForce-Keyboard/dp/B0CDP32YQG/ref=sr_1_109
Acer,Acer Aspire,15.6 Inches,1920 x 1080 pixels,celeron_n,2.8 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 S,3.64 pounds,Silver,26 ratings,4.3,$449.99 ,https://www.amazon.com/acer-Aspire-Microsoft-Dual-Core-Processor/dp/B0CL2P9C5H/ref=sr_1_107
Acer,A314-36P-35UU,14 Inches,1920 x 1080 pixels,apple_ci3,3.8 GHz,8 GB,,Intel UHD Graphics,Integrated,Windows 11 S,3.09 pounds,Silver,,,$359.99 ,https://www.amazon.com/acer-A314-36P-35UU-Display-Processor-Graphics/dp/B0CBSZ9CCT/ref=sr_1_106
acer,PH315-53-71HN,15.6 Inches,1920x1080,corei7_10750h,5 GHz,16 GB,512 GB,NVIDIA GeForce RTX 3060,Dedicated,Windows 10 Home,5.51 pounds,Black,491 ratings,4.6,"$1,094.00 ",https://www.amazon.com/Acer-Predator-i7-10750H-Keyboard-PH315-53-71HN/dp/B08VKV5WQ1/ref=sr_1_108
Acer,A515-55-56VK,15.6 Inches,1920 x 1080 pixels,core_i5_1035g1,3.6 GHz,8 GB,256 GB,Integrated,Integrated,Windows 10 Home,5.2 pounds,Silver,"1,705 ratings",4.5,$520.00 ,https://www.amazon.com/Acer-A515-55-56VK-i5-1035G1-Fingerprint-Keyboard/dp/B087RTV311/ref=sr_1_103
acer,Acer Nitro 5,15.6 Inches,1920x1080,core_i5,3.3 GHz,16 GB,1 TB,NVIDIA GeForce RTX 3050,Dedicated,Windows 11,5.51 pounds,,2 ratings,4,$849.00 ,https://www.amazon.com/Display-12-Core-i5-12500H-i7-11800H-GeForce/dp/B0CDW8N37P/ref=sr_1_105
acer,Swift Go 16,16 Inches,3840 x 2160 pixels,apple_ci7,5 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.53 pounds,,504 ratings,4.3,$999.99 ,https://www.amazon.com/Laptop-400nit-Display-i7-13700H-SFG16-71-7902/dp/B0BXBGYMTZ/ref=sr_1_104
Acer,N21C2,14 Inches,1920 x 1080 pixels,core_i5_family,4.4 GHz,16 GB,2 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,2.76 pounds,Silver,,,$659.00 ,https://www.amazon.com/acer-Business-Display-i5-1240P-Thunderbolts/dp/B0CJCMT6B1/ref=sr_1_102
acer,Acer Aspire 5,15.6 Inches,,Core I3 1115G4,,20 GB,1 TB,,Integrated,Windows 11 S,,Silver,94 ratings,4.3,$479.98 ,https://www.amazon.com/Acer-Aspire-i3-1115G4-i5-7200U-Windows/dp/B09ZVNRT36/ref=sr_1_100
Acer,Acer Predator Triton 300 SE,14 Inches,1920x1200,core_i7,3.5 GHz,16 GB,512 GB,NVIDIA GeForce RTX 3060,Dedicated,Windows 11,3.76 pounds,,,,"$1,149.00 ",https://www.amazon.com/acer-Predator-Triton-300-Fingerprint/dp/B0C2T92H3Z/ref=sr_1_101
Acer,Acer Aspire 3,15.6 Inches,1920 x 1080 pixels,ryzen_3,2.4 GHz,8 GB,256 GB,AMD Radeon 610M Graphics,Integrated,Windows 11 Pro,3.73 pounds,Silver,,,$369.00 ,https://www.amazon.com/acer-Business-Graphics-Battery-Win11Pro/dp/B0CL44XK1Z/ref=sr_1_98
Acer,A515-56-50RS,15.6 Inches,1920 x 1080 pixels,Core i5,4.2 core_i5,8 GB,256 GB,Intel Iris Xe Graphics,Integrated,Windows 10 Home,4.2 pounds,Pure Silver,452 ratings,4.2,$549.00 ,https://www.amazon.com/Acer-A515-56-50RS-i5-1135G7-Graphics-Fingerprint/dp/B08PG4W932/ref=sr_1_99
Acer,Acer Nitro 5 Gaming Laptop,15.6 Inches,2560 x 1440 pixels,ryzen_7,4.7 GHz,32 GB,2 TB,NVIDIA GeForce RTX 3070 Ti,Dedicated,Windows 11 Home,5.51 pounds,Black,997 ratings,4.2,"$1,389.99 ",https://www.amazon.com/acer-Nitro-Gaming-Laptop-Keyboard/dp/B0CJ2JR8HP/ref=sr_1_97
Acer,Acer Chromebook,13.3 Inches,1920 x 1080 pixels,mediatek_mt8127,2.1 GHz,4 GB,32 GB,PowerVR GX6250,Integrated,Chrome OS,3.28 pounds,Sparkly Silver,986 ratings,4.3,$338.00 ,https://www.amazon.com/Acer-Chromebook-Convertible-13-3-inch-CB5-312T-K5X4/dp/B01LXYG77O/ref=sr_1_502
Acer,Acer Nitro 5 15 QHD 165Hz R7 RTX3070Ti,15.6 Inches,2560x1440,amd_r_series,3.2 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3070 Ti 8GB Graphic Dedicated,Dedicated,Windows 11,4.41 pounds,Black,,,"$1,229.00 ",https://www.amazon.com/Acer-Nitro-i7-11370H-GeForce-RTX3070Ti/dp/B0CLG91CG2/ref=sr_1_501
Acer,Swift,14 Inches,1920 x 1080 pixels,amd_ryzen_7,1.9 GHz,16 GB,1 TB,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11,3.3 pounds,,,,$949.00 ,https://www.amazon.com/Acer-Swift-Graphics-Keyboard-Fingerprint/dp/B0BN2FKFCK/ref=sr_1_500
acer,,11.6 Inches,1366 x 768 pixels,,2 GHz,4 GB,64 GB,Mali-G72 MP3,Integrated,Chrome OS,2.31 pounds,Silver,,,$139.99 ,https://www.amazon.com/acer-Spin-Touchscreen-Chromebook-MediaTek/dp/B0C8QV57HD/ref=sr_1_499
Acer,Acer Laptop,15.6,1366x768 Pixels,celeron,2.8 GHz,4 GB,64 GB,Intel UHD Graphics 600,Integrated,Chrome OS,3.59 pounds,Silver,419 ratings,4.4,$249.99 ,https://www.amazon.com/acer-Chromebook-Display-Graphics-Bluetooth/dp/B0CLLYBDLD/ref=sr_1_498
acer,Aspire,15 Inches,1920 x 1080 pixels,ryzen_3,3.8 GHz,20 GB,1 TB,AMD Radeon,Integrated,Windows 11,3.9 pounds,Silver,,,$489.99 ,https://www.amazon.com/acer-Aspire-Quad-Core-Processor-Fingerprint/dp/B0CGQ2KFFF/ref=sr_1_503
Acer,Acer 11.6 Chromebook,11.6 Inches,1366 x 768 pixels,amd_a_series,2.35 GHz,4 GB,64 GB,AMD,Integrated,Chrome OS,4.22 pounds,Black,52 ratings,4.6,$110.00 ,https://www.amazon.com/Acer-11-6-Chromebook-Dual-Core-Super-Fast/dp/B0B5VVR42Q/ref=sr_1_497
acer,Acer Predator Helios,15.6 Inches,1920 x 1080 pixels,core_i7_12700h,2.7 GHz,32 GB,512 GB,NVIDIA GeForce RTX 3060,Dedicated,Windows 11 Home,5.73 pounds,Black,4 ratings,5,"$1,399.00 ",https://www.amazon.com/Acer-Predator-Helios-i7-12700H-Bluetooth/dp/B09NMTVNJ9/ref=sr_1_495
Acer,Aspire 15 A517,17.3 Inches,1920 x 1080,core_i7_family,3 GHz,8 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 10 Home,5.73 pounds,Pure Silver,,,$779.00 ,https://www.amazon.com/1920x1080-i7-1165G7-Graphics-Keyboard-Fingerprint/dp/B0CG16SHLD/ref=sr_1_493
Acer,Swift 3,14 Inches,1920x1080,core_i5_family,2.5 GHz,8 GB,256 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,2.66 pounds,Pure Silver,,,$549.00 ,https://www.amazon.com/Acer-i5-1135G7-Graphics-Fingerprint-Keyboard/dp/B0C5M6QJR7/ref=sr_1_490
acer,CB315-3H-C4QE,15.6 Inches,,Celeron N,,4 GB,64 GB,,Integrated,Chrome OS,,Silver,83 ratings,4.2,$217.89 ,https://www.amazon.com/Acer-Chromebook-Celeron-Display-CB315-3H-C4QE/dp/B0874VTDHG/ref=sr_1_491
acer,Nitro,15.6 Inches,1920 x 1080 pixels,apple_ci5,2.7 GHz,8 GB,256 GB,Intel,Integrated,Windows 11,7.19 pounds,Black,20 ratings,3.9,$619.99 ,https://www.amazon.com/Acer-Nitro-i5-11400H-Backlit-Keyboard/dp/B09SVMNM11/ref=sr_1_489
Acer,Acer Aspire,11.6 Inches,1366 x 768 pixels,celeron,1.4 GHz,32 GB,512 GB,,Integrated,Chrome OS,,,4 ratings,3,$49.99 ,https://www.amazon.com/Acer-Celeron-ComfyView-Notebook-NX-SHEAA-007/dp/B08KRFCHW9/ref=sr_1_487
Acer,Acer Aspire 15.6,15.6 Inches,1920 x 1080 pixels,celeron_n,1.1 GHz,4 GB,128 GB,Intel UHD Graphics,Integrated,Windows 10,4.19 pounds,Silver,1 rating,5,$349.00 ,https://www.amazon.com/acer-Aspire-ComfyView-Processor-Microsoft/dp/B0C13MFK89/ref=sr_1_484
Acer,Chromebook,16 Inches,2560 x 1600,core_i5,1.7 GHz,8 GB,256 GB,Intel Iris Xe Graphics,Integrated,Chrome OS,3.75 pounds,,10 ratings,3.2,$583.99 ,https://www.amazon.com/acer-Chromebook-516-GE-i5-1240P/dp/B0BVVTL388/ref=sr_1_486
acer,Acer Aspire,15.6 Inches,1366 x 768,ryzen_5_4500u,2.3 GHz,8 GB,512 GB,AMD Radeon Graphics,Dedicated,Windows 10 Home,4.4 pounds,,,,$489.09 ,https://www.amazon.com/Acer-Widescreen-i7-1065G7-GalliumPi-Accessories/dp/B08YF18P4C/ref=sr_1_482
Acer,Aspire 5,15.6 Inches,1920 x 1080 pixels,ryzen_7,4 GHz,16 GB,1 TB,AMD Radeon RX Vega 10,Integrated,Windows 10 Home,4.19 pounds,,,,$699.99 ,https://www.amazon.com/acer-Aspire-Processor-Graphics-Keyboard/dp/B0BXBKL3BC/ref=sr_1_481
acer,SFX16-52G-73U6,16,,Core i7,,16 GB,512 GB,,Dedicated,Windows 11 Home,,Gray,6 ratings,4.8,$790.00 ,https://www.amazon.com/Acer-Creator-i7-1260P-Windows-SFX16-52G-73U6/dp/B09XN7YW56/ref=sr_1_483
Acer,,14 Inches,1366 x 768 pixels,,1.1 GHz,,64 GB,UHD Graphics,Integrated,Chrome OS,3.31 pounds,Black,,,$129.99 ,https://www.amazon.com/acer-Touchscreen-Chromebook-ChromeOS-Renewed/dp/B0C8Q9ST9R/ref=sr_1_191
Acer,,16 Inches,1366 x 768 pixels,core_i5_1240p,,8 GB,256 GB,Intel Iris Xe Graphics,Integrated,Chrome OS,3.75 pounds,Titanium Gray,4 ratings,5,$349.99 ,https://www.amazon.com/acer-Chromebook-i5-1240P-1-70GHz-ChromeOS/dp/B0BRKWSWPZ/ref=sr_1_488
Acer,Acer Nitro5,15.6 Inches,2560 x 1440 pixels,ryzen_7,3.2 GHz,32 GB,2 TB,NVIDIA GeForce RTX 3070 Ti,Dedicated,Windows 11 Home,5.51 pounds,Black,600 ratings,4.4,"$1,499.00 ",https://www.amazon.com/Acer-Display-Graphics-Processor-Bluetooth/dp/B0C7GKPGRX/ref=sr_1_190
